PROJECT,CLASS,TESTCASE,TIME
spring-retry,org.springframework.retry.policy.CircuitBreakerRetryTemplateTests,testWindowResetsAfterTimeout,0.201
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testRetryCount,0.003
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testNonTrivialPolicies,0.001
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testEmptyPolicies,0.001
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testTrivialPolicies,0
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testOptimistic,0.001
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testNonTrivialPoliciesWithThrowable,0.001
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testNonTrivialPoliciesClose,0.002
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testParent,0
spring-retry,org.springframework.retry.policy.CompositeRetryPolicyTests,testExceptionOnPoliciesClose,0.001
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testDefaultPolicies,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testRetryCount,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testClose,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testTrivialPolicies,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testClassifierOperates,0.009
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testNullPolicies,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testParent,0
spring-retry,org.springframework.retry.policy.ExceptionClassifierRetryPolicyTests,testNullContext,0
spring-retry,org.springframework.retry.policy.FatalExceptionRetryPolicyTests,testFatalExceptionWithoutState,0.002
spring-retry,org.springframework.retry.policy.FatalExceptionRetryPolicyTests,testFatalExceptionWithState,0
spring-retry,org.springframework.retry.policy.MapRetryContextCacheTests,testPutOverLimit,0.001
spring-retry,org.springframework.retry.policy.MapRetryContextCacheTests,testPut,0.001
spring-retry,org.springframework.retry.policy.MapRetryContextCacheTests,testRemove,0
spring-retry,org.springframework.retry.policy.NeverRetryPolicyTests,testRetryCount,0.002
spring-retry,org.springframework.retry.policy.NeverRetryPolicyTests,testSimpleOperations,0
spring-retry,org.springframework.retry.policy.NeverRetryPolicyTests,testParent,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testRetryCount,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testRetryLimitSubsequentState,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testRetryLimitInitialState,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testFatalOverridesRetryable,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testCanRetryIfNoException,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testRetryableWithCause,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testParent,0
spring-retry,org.springframework.retry.policy.SimpleRetryPolicyTests,testEmptyExceptionsNeverRetry,0
spring-retry,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests,testPutOverLimit,0.001
spring-retry,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests,testPut,0
spring-retry,org.springframework.retry.policy.SoftReferenceMapRetryContextCacheTests,testRemove,0.001
spring-retry,org.springframework.retry.policy.StatefulRetryIntegrationTests,testExponentialBackOffIsExponential,0.251
spring-retry,org.springframework.retry.policy.StatefulRetryIntegrationTests,testExternalRetryWithFailAndNoRetryWhenKeyIsNull,0.001
spring-retry,org.springframework.retry.policy.StatefulRetryIntegrationTests,testExternalRetryWithFailAndNoRetry,0.001
spring-retry,org.springframework.retry.policy.StatefulRetryIntegrationTests,testExternalRetryWithSuccessOnRetry,0
spring-retry,org.springframework.retry.policy.TimeoutRetryPolicyTests,testRetryCount,0
spring-retry,org.springframework.retry.policy.TimeoutRetryPolicyTests,testTimeoutPreventsRetry,0.197
spring-retry,org.springframework.retry.policy.TimeoutRetryPolicyTests,testParent,0.001
spring-retry,org.springframework.retry.stats.CircuitBreakerInterceptorStatisticsTests,testCircuitOpenWhenNotRetryable,0.126
spring-retry,org.springframework.retry.stats.CircuitBreakerStatisticsTests,testCircuitOpenWhenNotRetryable,0.001
spring-retry,org.springframework.retry.stats.CircuitBreakerStatisticsTests,testCircuitOpenWithNoRecovery,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,abortCount,0.001
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,oldValuesDecay,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,completeCount,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,attributes,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,startedCount,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,pointless,0
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,errorCount,0.001
spring-retry,org.springframework.retry.stats.ExponentialAverageRetryStatisticsTests,recoveryCount,0
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatelessRecovery,0.005
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatefulRecovery,0.003
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatefulUnsuccessful,0.003
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatelessUnsuccessful,0.001
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatelessSuccessful,0.001
spring-retry,org.springframework.retry.stats.StatisticsListenerTests,testStatefulSuccessful,0.003
spring-retry,org.springframework.retry.support.DefaultRetryStateTests,testDefaultRetryStateObjectClassifierOfQsuperThrowableBoolean,0.001
spring-retry,org.springframework.retry.support.DefaultRetryStateTests,testDefaultRetryStateObjectBoolean,0
spring-retry,org.springframework.retry.support.DefaultRetryStateTests,testDefaultRetryStateObject,0.001
spring-retry,org.springframework.retry.support.DefaultRetryStateTests,testDefaultRetryStateObjectBooleanClassifierOfQsuperThrowableBoolean,0
spring-retry,org.springframework.retry.support.RetrySimulationTests,testSimulatorExercisesExponentialBackoff,0.08
spring-retry,org.springframework.retry.support.RetrySimulationTests,testSimulatorExercisesRandomExponentialBackoff,0.645
spring-retry,org.springframework.retry.support.RetrySimulationTests,testSimulatorExercisesFixedBackoff,0.038
spring-retry,org.springframework.retry.support.RetrySynchronizationManagerTests,testClear,0.001
spring-retry,org.springframework.retry.support.RetrySynchronizationManagerTests,testStatusRegistration,0
spring-retry,org.springframework.retry.support.RetrySynchronizationManagerTests,testStatusIsStoredByTemplate,0.001
spring-retry,org.springframework.retry.support.RetrySynchronizationManagerTests,testParent,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testEarlyTermination,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testSpecificExceptionRetry,0.003
spring-retry,org.springframework.retry.support.RetryTemplateTests,testFailedPolicy,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testRollbackClassifierOverridesRetryPolicy,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testNoBackOffForRethrownException,0.012
spring-retry,org.springframework.retry.support.RetryTemplateTests,testSuccessfulRecovery,0
spring-retry,org.springframework.retry.support.RetryTemplateTests,testEarlyTerminationWithOriginalException,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testDefaultConfigWithExceptionSubclass,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testBackOffInterrupted,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testNestedContexts,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testNoSuccessRetry,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testSuccessfulRetry,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testSetExceptions,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testRethrowError,0.001
spring-retry,org.springframework.retry.support.RetryTemplateTests,testAlwaysTryAtLeastOnce,0
spring-retry,org.springframework.retry.support.RetryTemplateTests,testBackOffInvoked,0.002
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testRegisterThrowable,0
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testSwitchToStatelessForNoRollback,0.001
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testClose,0
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testCacheCapacity,0.002
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testKeyGeneratorNotConsistentAfterFailure,0.001
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testCacheCapacityNotReachedIfRecovered,0.001
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testRecover,0.001
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testExhaustedClearsHistoryAfterLastAttempt,0
spring-retry,org.springframework.retry.support.StatefulRecoveryRetryTests,testOpenSunnyDay,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,simpleConstructor,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,readTimeOut,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,openConnection,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,hasSessionListener,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,timeOut,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,putAuthorizationException,0.003
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,removeTransferListener,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getIfNewerNewer,0.012
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getIfNewerOlder,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,disconnectConnectionException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getTransferFailedException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,addTransferListener,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getFileListAuthorizationException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,removeSessionListener,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,hasTransferListener,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,resourceExists,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,addSessionListener,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,resourceExistsAuthorizationException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,get,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,put,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectAuthenticationException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,resourceExistsTransferFailedException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getResourceDoesNotExistException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectConnectionException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,disconnect,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepository,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getFileResourceDoesNotExistException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,putTransferFailedException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepositoryProxyInfo,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getIfNewerResourceDoesNotExistException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,putResourceDoesNotExistException,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepositoryProxyInfoProvider,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepositoryAuthenticationInfo,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepositoryAuthenticationProxyInfo,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getIfNewerAuthorizationException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getAuthorizationException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getFileList,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,putDirectory,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,connectRepositoryAuthenticationInfoProxyInfoProvider,0.001
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,supportsDirectoryCopy,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,interactive,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getIfNewerTransferFailedException,0
aws-maven,org.springframework.build.aws.maven.AbstractWagonTest,getFileListTransferFailedException,0
aws-maven,org.springframework.build.aws.maven.AuthenticationInfoAwsCredentialsTest,getAWSAccessKeyId,0.004
aws-maven,org.springframework.build.aws.maven.AuthenticationInfoAwsCredentialsTest,getAWSSecretKey,0.001
aws-maven,org.springframework.build.aws.maven.NullProtectingProxyInfoProviderTest,getProxyInfoMatchingProtocol,0.001
aws-maven,org.springframework.build.aws.maven.NullProtectingProxyInfoProviderTest,getProxyInfoNullProxy,0
